fecha|pais|operadora|ruta|tipo_aeronave|abordo|pasajeros|tripulantes|bajas|bajas_pasajeros|bajas_tripulacion|bajas_tierra
1951-11-19|Egypt|Devlet Hava Yollari|Ankara  Cairo|McDonnell Douglas|5|4|1|5|4|1|0
1951-11-21|India|Deccan Airways|Nagpur  Calcutta|McDonnell Douglas|17|13|4|16|12|4|0
1951-11-24|Switzerland|El Al|Tel Aviv  Rome  Zurich  Amsterdam|McDonnell Douglas|7|0|7|6|0|6|0
1951-11-27|Mexico|Lineas Aereas Unidas|San Luis Acatln  Acapulco|other|21|18|3|13|11|2|0
1951-12-04|other|United Air Lines|Training|McDonnell Douglas|3|0|3|3|0|3|0
1951-12-13|Guinea|Qantas|Mount Hagen  Madang|De Havilland|3|2|1|3|2|1|0
1951-12-16|other|Miami Airlines|Fort Smith  Newark  Tampa|Wright Brothers|56|52|4|56|52|4|1
1951-12-23|Iran|Misrair|Cairo  Baghdad  Tehran|other|22|18|4|22|18|4|0
1951-12-27|Russia|Aeroflot|Yakutsk  Vilyuisk|other|20|14|6|20|14|6|0
1951-12-29|other|Continental Charters|Miami  Pittsburgh  Buffalo|other|40|36|4|26|23|3|0
1951-12-30|other|Transocean Air Lines|Point Barrow  Umiat  Fairbanks|other|4|2|2|4|2|2|0
1951-12-30|other|Military  US Air Force|New York  Williams AFB|McDonnell Douglas|28|24|4|28|24|4|0
1951-12-31|India|Kalinga Airlines||McDonnell Douglas|3|0|3|3|0|3|0
1952-01-02|Madagascar|Air France||Junkers|11|8|3|6|0|0|0
1952-01-10|Ireland|Aer Lingus|Northolt  Dublin|McDonnell Douglas|23|20|3|23|20|3|0
1952-01-19|Canada|Northwest Orient Airlines|Tokyo  Elmendorf AFB|McDonnell Douglas|43|40|3|36|33|3|0
1952-01-22|other|American Airlines|Buffalo  Newark|Convair|23|20|3|23|20|3|7
1952-02-04|Congo|Sabena|Costermansville  Leopoldville|McDonnell Douglas|15|11|4|15|11|4|0
1952-02-07|Japan|Military  US Air Force||Boeing|13|0|13|13|0|13|5
1952-02-11|other|National Airlines|Newark NJ  Miami FL|McDonnell Douglas|63|59|4|29|26|3|4
1952-02-16|Italy|Hunting Air Travel|Nice  Malta|Vickers|31|26|5|31|26|5|0
1952-02-19|India|Deccan Airways|Madras  Nagpur  Delhi|McDonnell Douglas|16|12|4|3|1|2|0
1952-02-19|Cameroon|STAAP||other|9|5|4|9|5|4|0
1952-02-28|Brazil|Panair do Brasil|Rio de Janeiro  Guiana|McDonnell Douglas|8|6|2|8|6|2|0
1952-03-03|France|Air France|Nice  Paris|other|38|34|4|38|34|4|0
1952-03-10|Philippines|Philippine Air Lines|Cebu  Hoilo|McDonnell Douglas|3|0|3|3|0|3|0
1952-03-12|other|Military  US Air Force  US Air Force|Training|Boeing|15|0|15|15|0|15|0
1952-03-22|Canada|Maritime Central Airways|St Johns  Goose Bay|McDonnell Douglas|4|3|1|4|3|1|0
1952-03-22|Germany|KLM Royal Dutch Airlines|Rome  Frankfort|McDonnell Douglas|47|37|10|45|36|9|0
1952-03-24|other|Socit Arienne de Tr Tropicaux|Gao FWA  Nice France|Lockheed Martin|21|18|3|17|14|3|0
1952-03-26|Russia|Aeroflot||other|70|0|0|70|0|0|0
1952-03-29|Venezuela|TACA|Maiquetia  San Felipe|McDonnell Douglas|12|9|3|12|9|3|0
1952-03-30|Philippines|Philippine Air Lines||McDonnell Douglas|29|26|3|10|8|2|0
1952-04-05|other|US Airlines|Raliegh NC  New York NY|other|2|0|2|2|0|2|3
1952-04-09|Japan|Japan Air Lines|Tokyo  Osaka|Lockheed Martin|37|33|4|37|33|4|0
1952-04-10|India|Kalinga Airlines||McDonnell Douglas|4|0|4|4|0|4|0
1952-04-11|Puerto Rico|Pan American World Airways|San Juan  New York City|McDonnell Douglas|69|64|5|52|52|0|0
1952-04-18|other|North Continental Airlines Robin Airlines|Kansas City MO  Phoenix  Burbank|other|29|26|3|29|26|3|0
1952-04-29|Brazil|Pan American World Airways|Rio de Janeiro  New York City|Boeing|50|41|9|50|41|9|0
1952-04-30|India|Deccan Airways|Madras  Delhi|McDonnell Douglas|9|5|4|9|5|4|0
1952-05-05|Norway|Fred Olsen Flyveselskap|Amsterdam Netherlands  Jarsberg Norway|McDonnell Douglas|29|26|3|11|8|3|0
1952-05-09|Malaysia|Garuda Indonesia Airlines||McDonnell Douglas|17|0|0|17|0|0|0
1952-05-13|Brazil|VASP|Sao Paulo  Bauru|McDonnell Douglas|22|19|3|5|3|2|0
1952-05-24|Brazil|Loide Areo Nacional||other|6|0|6|6|0|6|0
1952-05-26|Mauritania|British Overseas Airways|Tripoli  Kano|Handley Page|18|10|8|1|0|1|0
1952-06-13|other|Swedish Air Force|Radio surveillance mission|McDonnell Douglas|8|5|3|8|5|3|0
1952-06-14|England|Morton Air Services|Croydon  Le Mans|other|8|7|1|6|5|1|0
1952-06-24|England|Military  US Air Force||Boeing|11|0|0|11|0|0|0
1952-06-25|other|Military  Royal Air Force|Scrampton RAF Station England|Avro|13|11|2|11|9|2|0
1952-07-18|other|Military  Navy|Corpus Christi  Norfork|Fairchild Aircraft|46|40|6|41|37|4|0
1952-07-27|Brazil|Pan American World Airways|Rio de Janeiro  Buenos Aires|Boeing|27|19|8|1|1|0|0
1952-08-12|Brazil|Transportes Areos Nacionales|Rio Verde  Goiania|McDonnell Douglas|24|20|4|24|20|4|0
1952-08-21|Italy|Airwork|Blackbushe  Malta  Khartoum|Handley Page|57|51|6|7|1|6|0
1952-08-26|Pakistan|Military  Pakistan Air Force|Khewra  Peshawar|Bristol Aeroplane Company|18|0|0|18|0|0|0
1952-08-29|Sudan|Phoenix Airlines|Juba  Wadi Halfa|McDonnell Douglas|4|0|4|2|0|2|0
1952-09-06|England|Private  de Havilland Aircraft||De Havilland|1|0|1|1|0|1|29
1952-09-10|Panama|SAM Colombia||other|46|0|0|46|0|0|0
1952-09-15|Sudan|Kalinga Airlines||McDonnell Douglas|3|0|3|3|0|3|0
1952-10-05|Russia|Aeroflot|Minsk  Leningrad|Ilyushin|21|19|5|21|19|5|0
1952-10-08|Scotland|Military  Royal Air Force||Avro|14|2|12|14|2|12|0
1952-10-14|Brazil|Aero Brasil|Sao Paulo  Porto Alegre|McDonnell Douglas|28|0|0|14|0|0|0
1952-10-16|South Korea|Military  US Air Force||Curtiss-Wright Corporation|25|21|4|25|21|4|0
1952-10-29|other|Military  US Air Force||Boeing|16|0|0|16|0|0|0
1952-11-06|Chad|Union Aeromaritime de Transport|Fort Lamy  Beirut|McDonnell Douglas|6|1|5|5|1|4|0
1952-11-07|other|Military  US Air Force|Elmendorf AFB  Big Delta|Fairchild Aircraft|19|14|5|19|14|5|0
1952-11-14|South Korea|Military  US Air Force||Fairchild Aircraft|44|37|7|44|37|7|0
1952-11-15|other|Military  US Air Force|Elemndorf AFB  Kodiak NAS|Fairchild Aircraft|20|15|5|20|15|5|0
1952-11-17|other|Military  US Air Force|Great Falls  Denver Colorado|Fairchild Aircraft|16|0|0|9|0|0|0
1952-11-22|other|Military  US Air Force||McDonnell Douglas|52|41|11|52|41|11|0
1952-11-28|other|Military  US Air Force||McDonnell Douglas|38|31|7|37|30|7|0
1952-12-06|other|TABSO|Sofia  Varna|other|18|0|0|18|0|0|0
1952-12-06|other|Cubana de Aviacion|Madrid  Azores  Bermuda  Havana|McDonnell Douglas|41|33|8|37|30|7|0
1952-12-20|other|Military  US Air Force||McDonnell Douglas|115|105|10|87|82|5|0
1952-12-21|other|Rutas Areas Nacionales SA||other|3|0|3|3|0|3|0
1952-12-25|Venezuela|Avensa||McDonnell Douglas|5|0|0|3|0|0|0
1952-12-25|Iran|Iran Air|Abadan  Tehran|McDonnell Douglas|29|25|4|27|23|4|0
1952-12-30|Taiwan|Philippine Air Lines||McDonnell Douglas|10|7|3|2|0|2|0
1953-01-05|Ireland|British European Airways|Northolt  Belfast|Vickers|35|31|4|27|24|3|0
1953-01-07|other|Flying Tiger Line|Seattle  Cheyenne  Fort Jackson|McDonnell Douglas|7|3|4|7|3|4|0
1953-01-07|other|Associated Air Transport|Boeing Field  Cheyenne|other|40|37|3|40|37|3|0
1953-01-15|Italy|Military Royal Air Force||Vickers|26|16|10|26|16|10|0
1953-01-26|Italy|Linee Aeree Italiane|Cagliari  Rome|McDonnell Douglas|19|15|4|19|15|4|0
1953-02-02|Canada|Lancashire Aircraft Corporation Skyways|Lajes Azores  Gander|Avro|39|33|6|39|33|6|0
1953-02-03|Vietnam|Air Outremer||McDonnell Douglas|18|15|3|18|15|3|0
1953-02-07|France|UTA|Abidjan  Bordeaux|McDonnell Douglas|19|13|6|9|3|6|0
1953-02-09|Egypt|Military  Egyptian Air Force|Al Arish  Cairo|Curtiss-Wright Corporation|40|35|5|29|24|5|0
1953-02-14|other|National Airlines|Miami  Orlando  New Orleans|McDonnell Douglas|46|41|5|46|41|5|0
1953-03-03|Pakistan|Canadian Pacific Air Lines|Karachi  Rangoon|De Havilland|11|6|5|11|6|5|0
1953-03-04|other|Slick Airways|New York NY  Winsor Locks CT|other|2|0|2|2|0|2|0
1953-03-14|India|Orient Airways|Delhi  Dacca|Convair|16|11|5|16|11|5|0
1953-03-17|Vietnam|Aigle Azur|Hue  Da Nang|McDonnell Douglas|8|0|0|8|0|0|0
1953-03-18|other|Military  US Air Force|Lajes  Saint Johns  Rapid City|Convair|23|18|5|23|18|5|0
1953-03-18|other|us Air Force|Stephenville  Stephenville|Boeing|10|0|10|10|0|10|0
1953-03-20|other|Transocean Air Lines|Roswell  Oakland  Guam|McDonnell Douglas|35|30|5|35|30|5|0
1953-03-27|Brazil|Transportes Areos Salvador||De Havilland|14|12|2|14|12|2|0
1953-03-29|other|Central African Airways|Nairobi  DaresSalaam|Vickers|13|8|5|13|8|5|0
1953-04-10|Madagascar|Air France|Miandrivazo  Antananarivo|Junkers|15|12|3|4|1|3|0
1953-04-10|Jamaica|Caribbean International Airways|Kingston  George Town|Lockheed Martin|13|10|3|13|10|3|0
1953-04-14|India|Airways|Guwahati  Calcutta|McDonnell Douglas|3|0|3|3|0|3|0
1953-04-14|other|Miami Airlines|Spokane  Ellenburgh|McDonnell Douglas|25|22|3|7|5|2|0
1953-04-16|Vietnam|Aigle Azur|Hanoi  Na San|McDonnell Douglas|30|27|3|30|27|3|0
1953-04-20|other|Western Airlines|Los Angeles  San Francisco  Oakland|McDonnell Douglas|10|5|5|8|4|4|0
1953-05-02|India|British Overseas Airways|Calcutta  Delhi|De Havilland|43|37|6|43|37|6|0
1953-05-07|England|Military  Royal Air Force|Training|Vickers|10|0|10|10|0|10|0
1953-05-09|India|Air India|Delh  Ahmedabad  Bombay|McDonnell Douglas|18|13|5|18|13|5|0
1953-05-11|Canada|Canadian Pacific Air Lines|Sandpit  Prince Rupert|other|19|16|3|2|1|1|0
1953-05-17|other|Delta Air Lines|Dallas  Shreveport|McDonnell Douglas|20|17|3|19|16|3|0
1953-05-24|other|Meteor Air|Teterboro  Saint Louis|McDonnell Douglas|7|2|5|6|1|5|0
1953-05-25|Netherlands|KLM Royal Dutch Airlines|Amsterdam  Paris|Convair|34|28|6|0|0|0|2
1953-05-27|Russia|Aeroflot|Krasnoyarsk  Novosibirsk|other|20|16|11|20|16|11|0
1953-06-14|United States|Aeroflot|Krasnodar  Tbilisi|Ilyushin|18|12|6|18|12|6|0
1953-06-15|Costa Rica|LACSA|Palmar Sur  San Isidoro|McDonnell Douglas|17|14|3|9|6|3|0
1953-06-15|Chile|LAN Chile|Copiap  Santiago|Lockheed Martin|7|5|2|7|5|2|0
1953-06-16|China|Aigle Azur|Vientiane  Saigon|McDonnell Douglas|34|31|3|34|31|3|0
1953-06-17|Brazil|Panair do Brasil|London  Bueno Aires|Lockheed Martin|17|10|7|17|10|7|0
1953-06-18|Japan|Military  US Air Force|Tachikawa AB  Kimpo AB|McDonnell Douglas|129|122|7|129|122|7|0
1953-07-12|other|Transocean Air Lines|Wake Island  Honolulu  Oakland|McDonnell Douglas|58|50|8|58|50|8|0
1953-07-17|other|Military  US Navy|Whitting NAS  Norfolk NB|Fairchild Aircraft|46|40|6|44|39|5|0
1953-07-27|North Korea|Aeroflot||Ilyushin|21|15|6|21|15|6|0
1953-08-03|Turkey|Air France|Rome  Beirut|Lockheed Martin|42|34|8|4|4|0|0
1953-08-03|United Arab Emirates|Orient Airways|Karachi  Jeddah|McDonnell Douglas|25|21|4|1|1|0|0
1953-08-05|other|Military  US Air Force|Travis  Lakenheath|Convair|23|0|23|19|0|19|0
1953-08-18|other|Aerovias Contreras||other|2|0|2|2|0|2|0
1953-09-01|France|Air France|Paris  Nice  Beirut  Baghdad  Karachi  Calcutta|Lockheed Martin|42|33|9|42|33|9|0
1953-09-01|other|Regina Cargo Airlines|Fort Ord  McChord|McDonnell Douglas|21|19|2|21|19|2|0
1953-09-08|Honduras|TACA|San Pedro  San Andres|McDonnell Douglas|3|0|3|3|0|3|0
1953-09-14|Mexico|Transportes Areos Mexicanos|Campeche  Mrida|McDonnell Douglas|2|0|2|1|0|1|0
1953-09-16|other|American Airlines|Boston  Hartford  Albany  Chicago|Convair|28|25|3|28|25|3|0
1953-09-25|Turkey|Devlet Hava Yollari|Ankara  Van|McDonnell Douglas|21|16|5|5|1|4|0
1953-09-28|other|Resort Airlines|Philadelphia  Louisville|other|41|38|3|25|22|3|0
1953-10-14|Germany|Sabena|Salzburg  Frankfurt  Brussels|Convair|44|40|4|44|40|4|0
1953-10-17|Vietnam|Compagnie Sila||McDonnell Douglas|7|0|7|2|0|2|0
1953-10-19|other|Eastern Air Lines|New York City  San Juan|Lockheed Martin|27|22|5|2|2|0|0
1953-10-19|Mexico|Aerovias Contreras|Monterrey  Falcon Dam|McDonnell Douglas|21|18|3|21|18|3|0
1953-10-27|Russia|Aeroflot|Magadan  Okhotsk  NikolayevskonAmur  Khabarovsk|Ilyushin|32|27|5|22|17|5|0
1953-10-29|other|British Commonwealth Pacific Airlines|Sydney  Honolulu  San Francisco|McDonnell Douglas|19|11|8|19|11|8|0
1953-10-31|Russia|Aeroflot|RostovonDon  Kharkiv  Moscow|other|16|11|5|15|10|5|0
1953-11-03|Bolivia|Lloyd Aereo Boliviano|Camiri  Sucre|McDonnell Douglas|28|25|3|28|25|3|0
1953-11-11|Scotland|Military  Royal Air Force|Training|Avro|10|0|10|10|0|10|0
1953-12-04|Spain|Aviaco|Bilbao  Madrid|Bristol Aeroplane Company|33|28|5|23|22|1|0
1953-12-12|India|Indian Airlines|New Delhi  Nagpur  Madras|McDonnell Douglas|14|10|4|13|10|3|0
1953-12-15|Guatemala|Aviateca|Brownsville  Guatemala City|other|2|0|2|2|0|2|0
1953-12-15|Egypt|Misair|Cairo  Luxor|other|6|5|1|6|5|1|0
1953-12-17|other|Military  US Air Force||Boeing|16|6|10|11|5|6|8
1953-12-19|Switzerland|Sabena|Brussels  Zurich|Convair|44|41|3|1|1|0|0
1953-12-21|Syria|Syrian Airways||McDonnell Douglas|15|0|0|9|0|0|0
1954-01-02|Afghanistan|Ariana Afghan Airlines||McDonnell Douglas|21|0|0|21|0|0|0
1954-01-05|Turkey|Devlet Hava Yollari|Istanbull  Bandirma  Canakkal7|McDonnell Douglas|10|5|5|4|2|2|0
1954-01-06|England|Military Royal Air Force|Bovingdon AF  Thorney Island|Vickers|17|13|4|16|12|4|0
1954-01-10|Italy|British Overseas Airways|Rome  London|De Havilland|35|29|6|35|29|6|0
1954-01-11|Colombia|AVIANCA|Medellin   Armenia|McDonnell Douglas|21|18|3|21|18|3|0
1954-01-12|Czech Republic|Czech Airlines|Prague  Ostrava|McDonnell Douglas|18|14|4|13|9|4|0
1954-01-13|other|Military  US Air Force|Williams AFB   Long Beach|other|1|0|1|1|0|1|6
1954-01-14|Italy|Philippine Air Lines|Beirut Lebanon  Rome Italy|McDonnell Douglas|16|9|7|16|9|7|0
1954-01-20|other|Zantop Air Transport|Jackson   Kansas City|McDonnell Douglas|3|0|3|3|0|3|0
1954-02-01|Japan|Military  US Air Force|Misawa  Chitose|Curtiss-Wright Corporation|35|30|5|35|30|5|0
1954-02-05|other|Military  US Air Force|Ladd AFB  Elemndorf AFB|McDonnell Douglas|16|0|16|10|0|10|0
1954-02-12|Malta|Military  Royal Air Force|Military exercise|Avro|10|0|10|10|0|10|0
1954-02-25|India|Indian Airlines|Test flight|McDonnell Douglas|3|0|3|3|0|3|0
1954-02-26|other|Western Airlines|Salt Lake City  Cedar City  Rapid City|Convair|9|6|3|9|6|3|0
1954-03-04|France|Military  US Air Force|Tripoli Libya  Hahn W Germany|McDonnell Douglas|20|18|2|20|18|2|0
1954-03-13|Singapore|British Overseas Airways|Australia  London|Lockheed Martin|40|31|9|33|31|2|0
1954-03-14|Australia|Queensland Airlines|Mackay  Rockhampton|McDonnell Douglas|2|0|2|2|0|2|0
1954-03-19|other|Military  US Air Force|Oklahoma  Long Island NY|Fairchild Aircraft|18|12|6|18|12|6|0
1954-03-26|Mexico|Aeronaves de Mexico|Mazatlan  Monterey|McDonnell Douglas|18|15|3|18|15|3|0
1954-04-03|Turkey|Devlet Hava Yollari|Adana  Istanbul|McDonnell Douglas|25|20|5|25|20|5|0
1954-04-04|Vietnam|Autrex||McDonnell Douglas|4|0|4|4|0|4|0
1954-04-08|Italy|South African Airways leased from British Overseas Airways|Rome  Cairo|De Havilland|21|14|7|21|14|7|0
1954-04-08|Canada|Trans Canada Air Lines  RCAF|Montreal  Vancouver|other|36|31|5|36|31|5|1
1954-04-13|Chile|LAN|Santiago  Iquique|McDonnell Douglas|14|9|5|14|9|5|0
1954-04-13|Laos|Societe Indochinoise de Raviteillement||Lockheed Martin|23|20|3|16|13|3|0
1954-04-23|Argentina|Aerolineas Argentinas|Mendoza  Cordoba|McDonnell Douglas|25|21|4|25|21|4|0
1954-04-30|India|Darbhanga Aviation||McDonnell Douglas|11|8|3|5|3|2|0
1954-05-22|New Zealand|New Zealand National Airways|Churchchrist  Paraparaumu|McDonnell Douglas|28|26|2|3|3|0|0
1954-05-31|Brazil|Transportes Aereos Nacionales|Governador Valadares  Belo Horizonte|McDonnell Douglas|19|16|3|19|16|3|0
1954-06-03|Slovenia|Sabena|Blackbushe UK  Beogard Serbia|McDonnell Douglas|4|0|4|1|0|1|0
1954-06-04|Brazil|Varig|Sao Paulo  Porto Alegre|other|3|0|3|3|0|3|0
1954-06-08|Vietnam|Soc de Tr Ariens dExtrme Orient|Tourane  Saigon|McDonnell Douglas|4|2|2|4|2|2|0
1954-06-19|England|Swissair|Geneva  London|Convair|9|5|4|3|3|0|0
1954-07-02|Brazil|Military  Brazilian Air Force||Lockheed Martin|24|20|4|24|20|4|0
1954-07-23|China|Cathay Pacific Airways|Singapore  Hong Kong  Bangkok|McDonnell Douglas|18|12|6|10|8|2|0
1954-08-08|other|Alaska Airlines|McGrath  Colorado Creek|McDonnell Douglas|2|0|2|2|0|2|0
1954-08-09|Portugal|AVIANCA|Lajes Azores  Bermuda|Lockheed Martin|30|21|9|30|21|9|0
1954-08-12|Vietnam|Autrex|Saigon  Hanoi|McDonnell Douglas|3|0|3|3|0|3|0
1954-08-16|Laos|Air Vietnam South Vietnam|Red River delta  Saigon|Bristol Aeroplane Company|55|51|4|47|46|1|0
1954-08-22|other|Braniff Airlines|Memphis  Minneapolis|McDonnell Douglas|19|16|3|12|10|2|0
1954-08-23|other|KLM Royal Dutch Airlines|Shannon  Amsterdam|McDonnell Douglas|21|12|9|21|12|9|0
1954-08-26|Russia|Aeroflot|Khabarovsk  YuzhnoSakhalinsk|other|27|22|5|26|21|5|1
1954-08-27|other|Military  US Air Force|Training|Convair|27|23|4|26|23|3|0
1954-09-05|Ireland|KLM Royal Dutch Airlines|Amsterdam  Shannon  New York|Lockheed Martin|56|46|10|28|25|3|0
1954-09-12|Brazil|Cruzeiro|Sao Paulo  Rio de Janeiro|McDonnell Douglas|26|22|4|6|6|0|0
1954-09-15|Egypt|Misrair|Test|Vickers|4|0|4|3|0|3|0
1954-09-27|Russia|Aeroflot|Krasnoyarsk  Novosibirsk|Ilyushin|29|24|5|29|24|5|0
1954-10-24|Italy|Military  US Air Force|Rome  Lyons|McDonnell Douglas|21|18|3|21|18|3|0
1954-10-28|Russia|Aeroflot|Krasnoyarsk  Irkutsk|Ilyushin|16|13|3|16|13|3|0
1954-10-30|other|Military  US Navy|Patuxent River NAS  Kenitra Morocco|Lockheed Martin|42|21|21|42|21|21|0
1954-10-31|Australia|TAA|Training|Vickers|8|0|8|3|0|3|0
1954-11-16|Peru|TAM Brazil|Pucallpa  Lima|McDonnell Douglas|24|21|3|24|21|3|0
1954-11-30|other|Northeast Airlines|Boston  Concord  Laconia  Berlin NH|McDonnell Douglas|7|3|4|2|0|2|0
1954-12-04|Laos|Air Laos|Luang Prabang  Nam Tha|McDonnell Douglas|29|25|4|29|25|4|0
1954-12-12|Slovakia|Ceskoslovensk Aerolinie|Prague  Brno  Bratislava|McDonnell Douglas|4|0|4|4|0|4|0
1954-12-18|other|Linee Aeree Italiane|Rome  New York City|McDonnell Douglas|32|22|10|26|16|10|0
1954-12-18|Venezuela|Linea Aeropostal Venezolana|Bolivar  Tumeremo|McDonnell Douglas|2|0|2|2|0|2|0
1954-12-22|other|Johnson Flying Service|Newark  Pittsburgh  Colorado Springs|McDonnell Douglas|28|23|5|10|9|1|0
1954-12-25|Scotland|British Overseas Airways|London  Prestwick  Shannon  Gander  New York|Boeing|36|25|11|28|24|4|0
1954-12-31|Russia|Aeroflot|Beijing Irkutsk  Tashkent  Nicosia|Ilyushin|17|14|3|17|14|3|0
1955-01-01|other|Military  US Air Force|Anchorage  Nome|McDonnell Douglas|12|0|0|12|0|0|0
1955-01-11|Ireland|Military Royal Air Force||Avro|18|0|0|18|0|0|0
1955-01-12|other|Trans World Airlines  Castleton Inc|Cincinnati  Cleveland|Lockheed Martin|15|10|5|15|10|5|0
1955-01-15|Canada|Ontario Hydro|Windsor  Toronto|Northrop Grumman|5|3|2|1|1|0|0
1955-01-19|other|United Air Lines|Newark  Des Moines  Lincoln|Convair|39|36|3|0|0|0|0
1955-01-31|Colombia|Interamericana de Aviacion|Bogota  Villavicencio  Mitu  La Pedrera|other|5|4|1|5|4|1|0
1955-02-02|India|Indian Airlines|Nagpur  Delhi|McDonnell Douglas|10|6|4|10|6|4|0
1955-02-05|Nigeria|West African Airways|Enugu  Calabar|Bristol Aeroplane Company|13|9|4|13|9|4|0
1955-02-13|Italy|Sabena|Brussels  Rome|McDonnell Douglas|29|21|8|29|21|8|0
1955-02-19|Mexico|Trans World Airlines|Albuquerque  Sante Fe|Lockheed Martin|16|13|3|16|13|3|0
1955-02-23|Zimbabwe|Central African Airways|Salisbury  Lusaka|McDonnell Douglas|26|21|5|1|0|1|0
1955-02-26|Argentina|de Havilland Dove||De Havilland|7|4|3|6|4|2|0
1955-03-06|Brazil|REAL||McDonnell Douglas|21|18|3|5|4|1|0
1955-03-07|other|Private|Tampico  Mexico City|Lockheed Martin|6|4|2|6|4|2|0
1955-03-08|Mexico|Mexicana|Puerto Vallarta  Talpa de Allende  Mascota  Guadalajara|McDonnell Douglas|26|23|3|26|23|3|0
1955-03-09|Colombia|AVIANCA|Condoto  Cali|McDonnell Douglas|8|5|3|8|5|3|0
1955-03-20|other|American Airlines|Newark  Chicago  St Louis  Springfield  Tulsa|Convair|35|32|3|13|11|2|0
1955-03-22|other|Military  US Navy|Tokyo  Hickam  Travis|McDonnell Douglas|66|57|9|66|57|9|0
1955-03-26|other|Pan American World Airways|Portland  Honolulu|Boeing|23|15|8|4|2|2|0
1955-04-02|other|Aaxico Airlines|Mobile AL  Macon GA|other|2|0|2|2|0|2|0
1955-04-04|other|United Air Lines|Training|McDonnell Douglas|3|0|3|3|0|3|0
1955-04-11|other|Air India|Hong Kong  Jakarta|Lockheed Martin|19|11|8|19|11|8|0
1955-04-18|Cameroon|Union des Transportes Aeriens|Yaounde  Douala|De Havilland|14|10|4|12|9|3|0
1955-05-18|Kenya|East African Airways|DaresSalaam  Nairobi|McDonnell Douglas|20|16|4|20|16|4|0
1955-05-21|Venezuela|Linea Aeropostal Venezolana|Caracas  Barcelona|McDonnell Douglas|16|13|3|4|4|0|0
1955-05-26|Canada|Associated Airways||Avro|2|0|2|2|0|2|0
1955-06-03|Cameroon|Union Aromaritime de Transport|Douala  Fort Lamy|McDonnell Douglas|3|0|3|3|0|3|0
1955-06-16|Paraguay|Panair do Brasil|Sao Paulo  Asuncion|Lockheed Martin|24|14|10|16|9|7|0
1955-06-18|Mexico|Tigres Voladores|Leon  Mexico City|other|39|36|3|18|18|0|0
1955-07-14|Mexico|Lineas Areas Unidas|Acapulco  Oaxaca|McDonnell Douglas|22|19|3|22|19|3|0
1955-07-17|other|Braniff Airlines|Kansas City MO  Chicago|Convair|43|40|3|22|20|2|0
1955-07-27|Bulgaria|El Al|London  Paris  Vienna  Tel Aviv|Lockheed Martin|58|51|7|58|51|7|0
1955-08-04|other|American Airlines|Springfield IL  St Louis MO|Convair|30|27|3|30|27|3|0
1955-08-05|Russia|Aeroflot|Starllingrad  Moscow|other|25|20|5|25|20|5|0
1955-08-11|Germany|Military  US Air Force  Military  US Air Force|Dreux  Stuttgart|Fairchild Aircraft|67|57|10|67|57|10|0
1955-08-26|Brazil|Cruzeiro|Rio de Janeiro  Caravelas|McDonnell Douglas|13|9|4|13|9|4|0
1955-08-30|Nepal|Kalinga Airlines||McDonnell Douglas|3|0|3|2|0|2|0
1955-09-02|Myanmar|Union of Burma Airways|Meiktila  Lanywa|McDonnell Douglas|12|9|3|12|9|3|0
1955-09-08|other|Currey Air Transport|Burbank  Oakland|McDonnell Douglas|33|30|3|2|0|2|1
1955-09-10|Cameroon|Societe France Hydro|Lac Lr  Douala|other|16|8|8|16|8|8|0
1955-09-17|Canada|Pacific Western Airlines|Edmonton  Yellowknife|Bristol Aeroplane Company|6|4|2|2|1|1|0
1955-09-22|Libya|British Overseas Airways|Rome  Tripoli|other|47|40|7|15|13|2|0
1955-09-24|other|Flying Tiger Line|Wake Island  Honolulu|McDonnell Douglas|5|0|5|3|0|3|0
1955-09-29|Canada|Associated Airways|Shepard Bay Yellowknife|Avro|2|0|2|1|0|1|0
1955-10-02|Peru|Faucett|Lima  Cuzco|McDonnell Douglas|35|31|4|19|15|4|0
1955-10-06|other|United Air Lines|Denver  Salt Lake City  San Francisco|McDonnell Douglas|66|63|3|66|63|3|0
1955-10-10|Austria|JAT Yugoslav Airlines|Beograd  Wien|Convair|29|25|4|7|6|1|0
1955-11-01|other|United Air Lines|Denver  Portland|McDonnell Douglas|44|39|5|44|39|5|0
1955-11-17|other|Military  US Air Force|Burbank  Groom Dry Lake|McDonnell Douglas|14|10|4|14|10|4|0
1955-11-17|other|Peninsular|Seattle  Newark|McDonnell Douglas|74|70|4|28|27|1|0
1955-11-20|Japan|Military  US Air Force|Iwo Jima AFB  Tachikawa AFB|McDonnell Douglas|11|2|9|10|2|8|0
1955-11-30|other|Military  US Air Force||Boeing|10|0|10|10|0|10|0
1955-12-01|Brazil|Cruzeiro|Belem  Barreiras|McDonnell Douglas|6|4|2|6|4|2|0
1955-12-09|Russia|Aeroflot|YuzhnoSakhalinsk  Khabarovsk|other|21|16|5|21|16|5|0
1955-12-17|other|Riddle Airlines|New York  Miami|other|2|0|2|2|0|2|0
1955-12-19|Brazil|Cruzeiro Do Sud|Sao Paulo  Belem|McDonnell Douglas|26|0|0|26|0|0|0
1955-12-21|other|Eastern Air Lines|Miami  Jacksonville  Boston|Lockheed Martin|17|12|5|17|12|5|0
1956-01-12|Australia|Ansett ANA|Melbourne  Hobart|McDonnell Douglas|2|0|2|1|0|1|0
