fecha|pais|operadora|ruta|tipo_aeronave|abordo|pasajeros|tripulantes|bajas|bajas_pasajeros|bajas_tripulacion|bajas_tierra
1967-07-06|Philippines|Philippine Air Lines|Bacolod  Mactan|Fokker|21|17|4|21|17|4|0
1967-07-19|other|Piedmont Airlines  Private|Ashville  Roanoke|Boeing|82|77|5|82|77|5|0
1967-07-19|other|Air Madagascar|Atlanta  Asheville  Roanoke  Washington DC|McDonnell Douglas|42|39|3|42|39|3|0
1967-07-25|Laos|Vehu Akat|Vientiane  Luang Prabang|McDonnell Douglas|16|13|3|16|13|3|0
1967-07-25|Laos|Taiwan Aviation|Vientiane  Luang Prabang|McDonnell Douglas|18|15|3|18|15|3|0
1967-09-05|Canada|Ceskoslovenske Aerolinie|Gander  Havana|Ilyushin|69|61|8|37|33|4|0
1967-10-08|Vietnam|Military  US Air Force|Hue  Da Nang|Lockheed Martin|23|18|5|23|18|5|0
1967-10-12|Greece|British European Airways|Athens  Nicosia|De Havilland|66|59|7|66|59|7|0
1967-10-24|Vietnam|China Airlines Taiwan|Phan Rang  Pleiku|McDonnell Douglas|16|13|3|16|13|3|0
1967-11-03|Brazil|Sadia|Sao Paulo  Curitiba|Handley Page|25|20|5|21|16|5|0
1967-11-04|England|Iberia Airlines|Malaga  London|Sud Aviation|37|30|7|37|30|7|0
1967-11-05|China|Cathay Pacific Airways|Hong Kong  Saigon|Convair|127|116|11|1|1|0|0
1967-11-06|other|Trans World Airlines|Cincinnati  Los Angeles|Boeing|36|29|7|1|1|0|0
1967-11-16|Russia|Aeroflot|Sverdlovsk   Tashken|Ilyushin|107|99|8|107|99|8|0
1967-11-20|other|Trans World Airlines|Los Angeles  Cincinnati|Convair|82|75|7|70|65|5|0
1967-11-30|Vietnam|Military  US Air Force|Pleiku  Qui Nhon|De Havilland|26|22|4|26|22|4|0
1967-12-07|Laos|Lao Cathay Airlines||McDonnell Douglas|12|2|10|10|2|8|0
1967-12-08|Peru|Faucett|Huanuco  Tingo Maria|McDonnell Douglas|72|66|6|72|66|6|0
1967-12-10|other|Private|Cleveland OH  Madison WI|Beechcraft|8|7|1|7|6|1|0
1967-12-21|other|Frontier Airlines|Denver CO  Scottsbluff NE|McDonnell Douglas|2|0|2|2|0|2|0
1967-12-25|Thailand|Thai Airways|Bangkok  Chiang Mai|McDonnell Douglas|31|28|3|4|2|2|0
1967-12-30|Latvia|Aeroflot|Riga  Liepaja|Antonov|51|46|5|44|41|3|0
1968-01-06|Russia|Aeroflot|Olekminsk  	Lensk|Antonov|46|39|6|45|39|6|0
1968-01-08|Vietnam|Military  US Marine Corps||Sikorsky Aircraft Corporation|42|37|5|42|37|5|0
1968-01-10|other|Military  US Marine Corps|Buckley ANGB  Seattle NAS|McDonnell Douglas|19|12|7|19|12|7|0
1968-01-15|Egypt|United Arab Airlines|Cairo  Beirut|McDonnell Douglas|4|0|4|4|0|4|0
1968-01-27|other|Air Comores|Dar esSalaam  Moroni|De Havilland|16|15|1|15|14|1|0
1968-02-07|Canada|Canadian Pacific Air Lines|Honolulu  Vancouver|Boeing|61|52|9|1|0|1|1
1968-02-07|India|Military  Indian Air Force|Leh Kashmir  Chandigarh Punjab|Antonov|102|98|4|102|98|4|0
1968-02-16|Taiwan|Civil Air Transport|Hong Kong  Taipei|Boeing|63|52|11|21|18|3|1
1968-02-24|Laos|Royal Air Lao|Vientiane  Sayaboury|McDonnell Douglas|37|34|3|37|34|3|0
1968-02-29|Russia|Aeroflot|Krasnoyarsk  	Petropavlovsk|Ilyushin|84|75|9|83|74|9|0
1968-03-05|Vietnam|Military  US Air Force|Hue  Khe Sanh|Fairchild Aircraft|49|45|4|49|45|4|0
1968-03-06|other|Air France|Caracas  Pointe a Pitre|Boeing|63|52|11|63|52|11|0
1968-03-08|Philippines|Air Manila|Manila  Lapu Lapu|Fairchild Aircraft|14|10|4|14|10|4|0
1968-03-09|other|Military  French Air Force|Saint Denis  Paris|McDonnell Douglas|20|12|8|19|12|7|0
1968-03-24|Ireland|Aer Lingus|Cork  London|Vickers|61|57|4|61|57|4|0
1968-03-27|other|Ozark Air Lines  Private|Peoria IL  St Louis MO|McDonnell Douglas|51|45|6|2|1|1|0
1968-03-27|Russia|Military  Russian Air Force||other|2|0|2|2|0|2|0
1968-04-08|England|British Overseas Airways|London  Zurich|Boeing|127|116|11|5|4|1|0
1968-04-08|Chile|Ladeco|Santiago  Coihaique|McDonnell Douglas|36|33|3|36|33|3|0
1968-04-10|Mexico|Aerovias Rojas|Aguascalientes  Mexico City|McDonnell Douglas|18|14|4|18|14|4|0
1968-04-19|Vietnam|Military  US Army  Military  US Army||Bell Aircraft Corporation|26|0|0|26|0|0|0
1968-04-20|Namibia|South African Airways|Windhoek  Luanda|Boeing|128|116|12|123|111|12|0
1968-04-30|Pakistan|Military  Pakistan Air Force||Lockheed Martin|22|18|4|22|18|4|0
1968-05-03|other|Braniff Airlines|Houston  DallasFort Worth|Lockheed Martin|85|80|5|85|80|5|0
1968-05-12|Vietnam|Military  US Air Force|Kham Duc   Saigon|Lockheed Martin|155|149|6|155|149|6|0
1968-05-22|other|Los Angeles Airways|Anaheim  LAX|Sikorsky Aircraft Corporation|23|20|3|23|20|3|0
1968-05-28|India|Garuda Indonesia Airlines|Jakarta  Bombay  Karachi  Cairo  Rome  Amsterdam|Convair|29|15|14|29|15|14|1
1968-06-12|India|Pan American World Airways|Bangkok  Karachi|Boeing|63|53|10|6|5|1|0
1968-06-18|Spain|Rinaldo Piaggio||Piaggio Aerospace|6|5|1|6|5|1|0
1968-06-25|Vietnam|Military  US Army||Bell Aircraft Corporation|29|0|0|29|0|0|0
1968-06-28|other|Purdue Airlines Inc||McDonnell Douglas|27|23|4|1|1|0|0
1968-07-03|England|BKS Air Transport|Deauville France  London England|other|8|0|8|6|0|6|0
1968-07-08|Saudi Arabia|Saudi Arabian Airlines||Convair|11|8|3|11|8|3|0
1968-07-13|Nigeria|Sabena|Brussels  Lagos|Boeing|7|2|5|7|2|5|0
1968-07-15|Brazil|Varig|So Paulo  Recife|other|3|0|3|3|0|3|0
1968-07-18|other|Aerolineas Flecha Austral||other|5|0|5|5|0|5|0
1968-08-02|Italy|Alitalia|Rome  Milan  Montreal|McDonnell Douglas|95|85|10|13|13|0|0
1968-08-04|other|North Central Airlines  Private||Convair|15|10|5|3|2|1|0
1968-08-09|Germany|British Eagle International Airlines|London  Innsbruck|Vickers|48|44|4|48|44|4|0
1968-08-10|other|Piedmont Airlines|Cincinnati  Charleston WV|other|37|34|3|35|32|3|0
1968-08-14|other|Los Angeles Airways||Sikorsky Aircraft Corporation|21|18|3|21|18|3|0
1968-08-18|Egypt|United Arab Airlines|Cairo  Damascus|Antonov|40|33|7|40|33|7|0
1968-08-20|Venezuela|Linea Aeropostal Venezolana|Maturn  Tucupita|Hawker|7|4|3|4|2|2|0
1968-08-31|Norway|Westwing||De Havilland|6|5|1|5|4|1|0
1968-09-03|Bulgaria|Bulair TABSO|Berlin  Sofia  Burgas|Ilyushin|89|82|7|47|42|5|0
1968-09-08|other|Far Aviation  Air Taxi  Speeds Flying  Air Taxi||Cessna|9|7|2|2|1|1|0
1968-09-11|France|Air France|Ajaccio  Nice|other|95|89|6|95|89|6|0
1968-09-28|Nigeria|Pan African Airlines|Lagos  Port Harcourt|McDonnell Douglas|57|55|2|57|55|2|1
1968-10-08|Costa Rica|Aerovias del Valle|San Jos  Paso Canoas|other|10|9|1|10|9|1|0
1968-10-11|Slovakia|Ceskoslovenske Aerolinie|Praha  Kosice|other|40|36|4|11|8|3|0
1968-10-20|Brazil|Cruzeiro||McDonnell Douglas|19|16|3|19|16|3|0
1968-10-21|Vietnam|Military  US Air Force|Saigon  Da Nang|McDonnell Douglas|23|12|11|23|12|11|0
1968-10-25|other|Northeast Airlines|Boston MA  Montpelier VT  Lebanon NH|other|42|39|3|32|30|2|0
1968-11-22|other|Japan Air Lines|Tokyo  San Francisco|McDonnell Douglas|107|96|11|0|0|0|0
1968-11-23|other|Cable Commuter|Los Angeles  Santa Ana|De Havilland|9|7|2|9|7|2|0
1968-11-25|Laos|Air America|Savannakht  Vientiane|other|28|25|3|26|23|3|0
1968-12-02|other|Wien Consolidated Airlines|Anchorage  Iliamna|Fairchild Aircraft|39|36|3|39|36|3|0
1968-12-12|Venezuela|Pan American World Airways|New York City  Caracas|Boeing|51|42|9|51|42|9|0
1968-12-24|other|Allegheny Airlines|Detroit  Erie  Bradford  Washington DC|Convair|47|41|6|20|17|3|0
1968-12-24|other|Interior Airways|Fairbanks  Prudhoe Bay|Lockheed Martin|4|0|4|2|0|2|0
1968-12-26|other|Pan American World Airways|San Francisco  Anchorage  Cam Ranh Bay Vietnam|Boeing|3|0|3|3|0|3|0
1968-12-26|Mexico|Exportada De Sal SA|Tijuana  Guerrero Negro|McDonnell Douglas|12|10|2|12|10|2|0
1968-12-27|other|North Central Airlines|Minneapolis  Chicago  Milwaukee|Convair|45|41|4|27|24|3|1
1968-12-31|Mexico|Servicios Areos Especiales|Reynosa  Tampico|McDonnell Douglas|26|22|4|26|22|4|0
1968-12-31|Australia|MacRobertson Miller Airlines|Perth  Port Hedland|Vickers|26|21|5|26|21|5|0
1969-01-02|other|ERA Helicopter||Bell Aircraft Corporation|2|1|1|2|1|1|0
1969-01-02|Taiwan|China Airlines Taiwan|Kaohsiung  Hualien|McDonnell Douglas|24|19|5|24|19|5|0
1969-01-05|England|Ariana Afghan Airlines|Frankfurt  London|Boeing|62|54|8|48|43|5|2
1969-01-06|other|Allegheny Airlines|Washington  Harrisburgh  Bradford  Erie  Detroit|Convair|28|25|3|11|9|2|0
1969-01-13|other|Scandinavian Airlines SAS|Copenhagen  Los Angeles  Seattle|McDonnell Douglas|45|36|9|15|12|3|0
1969-01-16|Vietnam|Air America|Hue  da Nang|McDonnell Douglas|12|9|3|12|9|3|0
1969-01-18|other|United Air Lines|Los Angeles  Denver  Milwaukee|Boeing|38|32|6|38|32|6|0
1969-02-18|other|Mineral County Airlines|Hawthorne NV  Burbank  Long Beach|McDonnell Douglas|35|32|3|35|32|3|0
1969-02-24|Taiwan|Far Eastern Air Transport|Kaohsiung  Taipei|Handley Page|36|32|4|36|32|4|0
1969-03-05|Puerto Rico|Prinair|Saint Thomas  San Juan|De Havilland|19|17|2|19|17|2|0
1969-03-08|other|Continental Air Transport|Halifax NS  Santa Maria Portugal|McDonnell Douglas|3|0|3|3|0|3|0
1969-03-13|other|Wien Consolidated Airlines|Fairbanks  Bethel  Minchumina|De Havilland|5|4|1|1|1|0|0
1969-03-16|Venezuela|Venezolana Internacional de Aviacion|Maracaibo  Miami|McDonnell Douglas|84|74|10|84|74|10|71
1969-03-20|Egypt|United Arab Airlines|Jeddah  Aswan|Ilyushin|105|98|7|100|93|7|0
1969-03-20|other|Avion Airways|Memphis  New Orleans|McDonnell Douglas|27|24|3|16|13|3|0
1969-04-02|Poland|LOT Polish Airlines|Warsaw  Cracow|Antonov|53|48|5|53|48|5|0
1969-04-02|Vietnam|Military  US Army||Boeing|78|73|5|24|23|1|0
1969-04-02|Bahamas|Islands of the Bahamas Inc||other|2|0|2|2|0|2|0
1969-04-07|Canada|Air Canada|Seven Islands  Montreal|Vickers|21|17|4|1|1|0|0
1969-04-15|North Korea|Military  US Navy|Atsuji  Atsuji|Lockheed Martin|31|25|6|31|25|6|0
1969-04-16|other|Wigmo|Kinshasa  Kananga  MbujiMayi|other|45|42|3|45|42|3|0
1969-04-21|Pakistan|Indian Airlines|Silchar India  Khulna Bangladesh|Fokker|44|40|4|44|40|4|0
1969-04-24|Ghana|Ghana Airways||McDonnell Douglas|33|30|3|1|1|0|0
1969-05-06|Vietnam|Military  US Army||Boeing|74|69|5|30|29|1|0
1969-05-07|other|Flying W Airways|Medford NJ  Allentown PA|other|2|0|2|2|0|2|0
1969-05-23|other|Union of Burma Airways||McDonnell Douglas|6|4|2|6|4|2|0
1969-05-25|Italy|Aero Transporti Italiani|Rome  Reggio di Calabria|Fokker|36|31|5|1|1|0|0
1969-06-04|Mexico|Compania Mexicana de Aviacion|Mexico City  Monterey|Boeing|79|72|7|79|72|7|0
1969-06-05|other|Military  US Air Force|Shemya AK  Eielson AK|Boeing|19|0|19|19|0|19|0
1969-06-23|Russia|Aeroflot|Moscow  Chernihiv|Ilyushin|120|110|10|120|110|10|0
1969-06-28|Kyrgyzstan|Aeroflot|Talas Kyrgyzstan  Frunze Russia|Ilyushin|40|35|5|40|35|5|0
1969-07-06|United States|Air South|Atlanta GA  Sumpter SC  Greer SC|Beechcraft|14|12|2|14|12|2|0
1969-07-12|Nepal|Royal Nepal Airlines|Katmandu  Simra|McDonnell Douglas|35|31|4|35|31|4|0
1969-07-15|other|New York Airways|New York  Newark|De Havilland|14|11|3|3|1|2|0
1969-07-25|other|Trans Isle Air|Kalaupapa  Lihue|De Havilland|13|11|2|1|1|0|0
1969-07-26|Algeria|Air Algerie|Marseille Algiers  Hassi Messaoud|Sud Aviation|37|30|7|33|30|3|0
1969-07-26|other|Trans World Airlines|Training|Boeing|5|0|5|5|0|5|0
1969-08-03|Ukraine|Aeroflot|Dnepropetrovsk  	Vinnitsa|Antonov|55|51|4|55|51|4|0
1969-08-03|Nigeria|Canairelief Air||Lockheed Martin|4|0|4|4|0|4|0
1969-08-19|Laos|Air America|Long Tieng Laos  Sam Thong Laos|other|13|12|1|13|12|1|0
1969-08-25|Ecuador|TAO||McDonnell Douglas|1|0|4|1|0|1|0
1969-08-26|Russia|Aeroflot|Norilsk  Moscow|Ilyushin|102|94|8|16|16|0|0
1969-08-26|Russia|Aeroflot|Kyzyl  KhovuAksy|Antonov|14|11|3|14|11|3|0
1969-08-31|other|Private Charter|Chicago  Des Moines|Cessna|3|2|1|3|2|1|0
1969-09-01|Russia|Aeroflot|Anadyr  Cross Bay|Ilyushin|27|22|5|22|17|5|0
1969-09-02|Laos|Military  Royal Lao Air Force|Savannakhet  Pakse|McDonnell Douglas|35|31|4|35|31|4|0
1969-09-06|Ecuador|TAME Ecuador||McDonnell Douglas|16|0|0|1|0|0|0
1969-09-08|Colombia|SATENA|Bogota  Villavicencio|McDonnell Douglas|32|29|3|32|29|3|0
1969-09-09|India|Allegheny Airlines  Forth Corporation|Indianapolis  Bakalar AFB|McDonnell Douglas|83|79|4|83|79|4|0
1969-09-12|Philippines|Philippine Air Lines|Mactan  Manilla|other|47|42|5|45|41|4|0
1969-09-14|Brazil|VASP|Camp Grande  Londrina  Sao Palo|McDonnell Douglas|21|15|6|20|15|5|0
1969-09-17|Canada|Pacific Western Airlines|Vancouver  Campbell River|Convair|15|11|4|4|2|2|0
1969-09-20|Vietnam|Air Vietnam South Vietnam|Pleiku  Da Nang|McDonnell Douglas|76|71|5|74|69|5|2
1969-09-21|Mexico|Mexicana|Chicago  Mexico City|Boeing|118|111|7|27|22|5|0
1969-09-26|Bolivia|Lloyd Aereo Boliviano|Santa Cruz  La Paz|McDonnell Douglas|74|69|5|74|69|5|0
1969-09-26|Nigeria|Nordchurchaid|So Tom  Uli|Boeing|5|0|5|5|0|5|0
1969-10-02|other|Military  US Navy|Subi Point  USS Constellation|Northrop Grumman|26|21|5|26|21|5|0
1969-10-13|Russia|Aeroflot|Surgut  Nizhnevartovsk|Antonov|56|52|4|24|22|2|0
1969-11-09|Canada|Austin Airways|Winisk  Timmins|McDonnell Douglas|4|2|2|2|2|0|0
1969-11-13|Russia|Aeroflot|Amderma  Moscow|Antonov|12|9|3|12|9|3|0
1969-11-19|other|Mohawk Airlines|Albany  Glenn Falls|other|14|11|3|14|11|3|0
1969-11-20|Nigeria|Nigeria Airways|Kano  Lagos|other|87|76|11|87|76|11|0
1969-12-03|Venezuela|Air France|Caracas  Pointe a Pitre Guadeloupe|Boeing|62|41|21|62|41|21|0
1969-12-05|Mexico|Private||Lockheed Martin|9|9|2|9|9|2|0
1969-12-06|Russia|Aeroflot|Syktyvkar  Khatanga|Antonov|8|2|6|8|2|6|0
1969-12-08|Greece|Olympic Airways|Chania  Athens|McDonnell Douglas|90|85|5|90|85|5|0
1969-12-10|Russia|Aeroflot|Makhachkala  Astrakhan|Ilyushin|17|12|5|17|12|5|0
1969-12-22|Vietnam|Air Vietnam South Vietnam|Saigon  Nha Trang|McDonnell Douglas|77|70|7|10|10|0|24
1969-12-23|Laos|Laos Air|Vientiane  Luang Prabang|McDonnell Douglas|6|4|2|6|4|2|0
1970-01-05|Sweden|Spantax|Stockholm  Zurich|Convair|10|7|3|5|5|0|0
1970-01-12|Greece|Military  Royal Hellenic Air Force|Military exercise|McDonnell Douglas|27|22|5|23|19|4|0
1970-01-13|Samoa|Polynesian Airlines|Apia Western Samoa  Pago Pago American Samoa|McDonnell Douglas|32|29|3|32|29|3|0
1970-01-14|Peru|Faucett|Trujillo  Juanjui|McDonnell Douglas|28|24|4|28|24|4|0
1970-01-25|India|Royal Nepal Airlines|Kathmandu  Delhi|Fokker|23|18|5|1|0|1|0
1970-01-25|Mexico|Charter Federal Electricity Commission|Mexico City  Poza Rica|Convair|19|15|4|18|14|4|0
1970-01-28|Russia|Aeroflot|Chokurdakh  Batagay|Antonov|34|28|6|34|28|6|0
1970-01-28|other|TAG Airlines|Cleveland  Detroit|De Havilland|9|7|2|9|7|2|0
1970-01-29|Russia|Aeroflot|Leningrad  Murmansk|Tupolev|11|32|6|11|8|3|0
1970-02-04|Oman|Tarom|Bucharest  Oradea|Antonov|22|18|4|21|17|4|0
1970-02-04|Argentina|Aerolineas Argentinas|Corrientes  Rosario|Hawker|37|33|4|37|33|4|0
1970-02-06|USSR|Aeroflot|Tashkent  Samarkand|Ilyushin|106|98|8|92|85|7|0
1970-02-10|other|Pilgrim Airlines|Groton CT  New York NY|De Havilland|5|3|2|5|3|2|0
1970-02-12|Colombia|Lineas Areas La Urraca|Villavicencio  Puerto Inrida|McDonnell Douglas|12|8|4|12|8|4|2
1970-02-15|Dominica|Compania Dominicana de Aviacion|Santo Domingo  San Juan|McDonnell Douglas|102|97|5|102|97|5|0
1970-02-19|Congo|Air Congo||McDonnell Douglas|17|14|3|17|14|3|0
1970-02-21|Switzerland|Swissair|Zurich  Tel Aviv|Convair|47|38|9|47|38|9|0
1970-03-06|Switzerland|Bavaria Flug|Munchen  St Moritz|Handley Page|11|9|2|11|9|2|0
1970-03-14|Brazil|Paraense Transportes Aereos|Reclife  Belem|other|40|35|5|38|34|4|0
1970-03-16|Vietnam|Military  US Navy|Taiwan  Da Nang|Lockheed Martin|31|0|31|23|0|23|0
1970-03-26|other|Grand Canyon Airlines|Grand Canyon  Las Vegas|Piper Aircraft|6|5|1|6|5|1|0
1970-04-01|Russia|Aeroflot|Krasnoyarsk  Novosibirs|Antonov|45|40|5|45|40|5|0
1970-04-01|Morocco|Royal Air Maroc|Agadir  Casablanca|other|82|76|6|61|56|5|0
1970-04-04|Ukraine|Aeroflot|Rostov  Zaporozhye|Ilyushin|35|30|5|7|6|1|0
1970-04-21|Philippines|Philippine Air Lines|Cuayan  Manila|Hawker|36|32|4|36|32|4|0
1970-04-25|Italy|Military  Italian Air Force|Rivolto  Grazzanise|Fairchild Aircraft|19|12|7|17|10|7|0
1970-04-28|Guinea|Trans Australia Airlines|Mount Hagen  Goroka  Kainantu|De Havilland|11|9|2|8|6|2|0
1970-05-02|other|Antillean Airlines|New York City  St Maarten|McDonnell Douglas|63|57|6|23|22|1|0
1970-05-04|other|Military  US Air Force|Hamilton  Spokane|Convair|14|0|14|13|0|13|0
1970-05-06|Mali|Somali Airlines||Vickers|30|26|4|5|5|0|0
1970-05-09|Philippines|Philippine Air Lines|Iligan  Manila|Fokker|33|29|4|1|0|1|0
1970-05-09|other|Executive Jet Sales Inc|Detroit  Pellston|other|6|4|2|6|4|2|0
1970-05-15|USSR|Aeroflot|Training|Antonov|11|0|11|11|0|11|0
1970-05-26|Honduras|Aeroservicios||De Havilland|6|4|2|6|4|2|0
1970-05-30|United States|Lehigh Acres Development Inc|Chamblee GA  Fort MyersFL|Lockheed Martin|33|29|4|1|1|0|5
1970-06-01|Libya|Ceskoslovenske Aerolinie|Prague  Tripoli|Tupolev|13|10|3|13|10|3|0
1970-06-02|Philippines|Philippine Air Lines|Manila  Bacolod|Fokker|44|40|4|1|1|0|0
1970-06-10|Peru|Military  LADE|Quito  Lima  Salta  Buenos Aires|Fokker|8|5|3|5|3|2|0
1970-07-03|other|Reeder Flying Service|McGrath AK  Galena AK|McDonnell Douglas|27|25|2|5|4|1|0
1970-07-03|Spain|Dan Air Services|Manchester  Barcelona|De Havilland|112|105|7|112|105|7|0
1970-07-05|Canada|Air Canada|Montreal  Toronto  Los Angeles|McDonnell Douglas|109|100|9|109|100|9|0
1970-07-18|other|Military  Soviet Air Force|Reykjavik  Halifax  Sidney|Antonov|23|15|8|23|15|8|0
1970-07-27|Japan|Flying Tiger Line|Tokyo  Okinawa|McDonnell Douglas|4|0|4|4|0|4|0
1970-08-03|other|Military  United States Navy|Nellis  North Island  Barbers Point|Lockheed Martin|10|0|10|10|0|10|0
1970-08-06|Pakistan|Pakistan International Airlines|Rawalpindi  Lahore|Fokker|30|26|4|30|26|4|0
1970-08-09|Peru|Lineas Aereas Nacionales SA Peru|Cuzco  Lima|Lockheed Martin|100|91|9|99|91|8|2
1970-08-12|Taiwan|China Airlines Taiwan|HwaLien|other|31|26|5|14|12|2|0
1970-08-26|Vietnam|Military  US Army||Boeing|32|0|0|30|0|0|0
1970-08-29|India|Indian Airlines|Silchar  Gauhati|Fokker|39|34|5|39|34|5|0
1970-08-30|Netherlands|Dutch Continental Airways|Sightseeing|other|10|9|1|3|2|1|0
1970-09-02|Ukraine|Aeroflot|RostovonDon  Vilnius|Tupolev|37|32|5|37|32|5|0
1970-09-02|Ukraine|Aeroflot||Tupolev|37|0|0|37|0|0|0
1970-09-03|USSR|Aeroflot|Frunze Kyrgyzstan  Leninabad Tajikistan|Yakovlev|21|18|3|21|18|3|0
1970-09-08|other|Trans International Airlines|Jamaica NY  Washington DC|McDonnell Douglas|11|0|11|11|0|11|0
1970-09-26|Denmark|Icelandair|Reykjavik  Vgar|Fokker|34|30|4|8|7|1|0
1970-09-30|Vietnam|Air Vietnam South Vietnam|Pleiku  Hue|McDonnell Douglas|38|34|4|4|1|3|0
1970-10-02|other|Charter Golden Eagle Aviation Inc|Wichita  Denver  Logan Utah|Lockheed Martin|40|37|3|32|30|2|0
1970-10-02|Taiwan|Military  US Air Force|Taipei  Ching Chuan Kang|Lockheed Martin|43|37|6|43|37|6|0
1970-10-04|other|Private|Dubois PA  Roanoak VA|other|2|1|1|2|1|1|0
1970-10-06|South Africa|National Airways|Johannesberg  Orapa Mine Botswana|McDonnell Douglas|11|9|2|3|2|1|0
1970-10-10|other|Saturn Airways|Dayton OH  Ft Dix NJ|Lockheed Martin|3|0|3|3|0|3|0
1970-10-28|other|Aerocosta Colombia||other|4|1|3|2|0|2|0
1970-11-14|other|Southern Airways|Kingston NC  Huntington WV|McDonnell Douglas|75|71|4|75|71|4|0
1970-11-27|Vietnam|Military  US Air Force|Saigon  Nha Trang AB|Fairchild Aircraft|79|73|6|79|73|6|0
1970-11-27|other|Capitol Airlines|Anchorage  Yokota AFB|McDonnell Douglas|229|219|10|47|46|1|0
1970-11-29|Vietnam|Military  US Air Force|Cam Ranh Bay AB  Siagon|Fairchild Aircraft|44|39|5|42|37|5|0
1970-12-02|Bangladesh|Cargolux||other|8|4|4|8|4|4|0
1970-12-05|India|Jamair|New Delhi  Jaipur|McDonnell Douglas|16|12|4|5|2|3|0
1970-12-07|Oman|Tarom|Tel Aviv  Bucharest|other|27|20|7|19|16|3|0
1970-12-28|other|Trans Caribbean Airways|New York  St Thomas|Boeing|55|48|7|2|2|0|0
1970-12-31|Pakistan|Pakistan International Airlines|Algiers  Mahn|Fokker|35|31|4|7|7|0|0
1970-12-31|Algeria|Rousseau Aviation|Algiers  Menorca|other|31|28|3|31|28|3|0
1970-12-31|USSR|Aeroflot|Leningrad  Erevan|Ilyushin|93|90|3|93|90|3|0
1971-01-02|Libya|United Arab Airlines|Algiers  Tripoli  Cairo|De Havilland|16|8|8|16|8|8|0
1971-01-09|other|American Airlines  Private|San Francisco CA  Newark NJ|Boeing|21|14|7|2|0|2|0
1971-01-18|Switzerland|Balkan Bulgarian Airlines|Paris  Zurich  Sofia|Ilyushin|47|39|8|45|38|7|0
1971-01-21|Peru|Fuerza Area del Peru|Mazamari  Lima|Curtiss-Wright Corporation|35|30|5|35|30|5|0
1971-01-21|France|LArme de LAir|Paris  Orange|other|21|17|4|21|17|4|0
1971-01-22|USSR|Aeroflot|Omsk  	Surgut|Antonov|14|12|2|14|12|2|0
1971-01-23|South Korea|Korean Airlines|Kangnung  Seoul|Fokker|60|55|5|2|1|1|0
1971-01-25|Venezuela|Linea Aeropostal Venezolana|Mrida  Caracas|Vickers|47|43|4|13|12|1|0
1971-01-31|Russia|Aeroflot|Tyumen  Surgut|Antonov|7|6|1|7|6|1|0
1971-02-17|Ecuador|TAM Transportes Aereos Militares|La Paz  San Borja|other|12|8|4|12|8|4|0
1971-03-26|India|Jamair|Guwahati  Bagdogra  Calcutta|McDonnell Douglas|15|11|4|15|11|4|0
1971-03-31|other|Western Airlines|Los Angeles  Ontairo|Boeing|5|0|5|5|0|5|0
1971-03-31|Ukraine|Aeroflot|Kuibyshev  Lugansk|Antonov|65|57|8|65|57|8|0
1971-04-15|Philippines|Military  Philippine Air Force|Manila  Nichols AFB|McDonnell Douglas|40|36|4|39|35|4|0
1971-04-22|other|New England Aviaiton|Manchester NH  Boston MS|Beechcraft|4|3|1|4|3|1|0
1971-05-11|Guatemala|Aviateca|Guatemala City  Tikal|other|35|32|3|5|2|3|0
1971-05-23|other|Aviogenex Yugoslavia|London  Rijeka|Tupolev|83|76|7|78|75|3|0
1971-05-25|Chile|Aerolineas Flecha Austral  ALFA|Santiago  Arica|other|4|2|2|4|2|2|0
1971-05-28|other|Private|Atlanta GA  Martinsville VA|other|6|5|1|6|5|1|0
1971-06-06|other|Hughes Airwest   Military  US Marine Air Corps|Los Angeles  Salt Lake City|McDonnell Douglas|51|44|7|50|44|6|0
1971-06-07|other|Allegheny Airlines|Washington DC  Newport News VA  Philadelphia|Convair|31|28|3|28|26|2|0
1971-06-13|other|Military  US Air Force|Hickam AFB  Pango Pango|Boeing|24|20|4|24|20|4|0
1971-06-17|Chile|SAVCO|Santa Cruz  Arica|McDonnell Douglas|6|4|2|6|4|2|0
1971-06-28|other|Shelter Cove Sea Park|Shelter Cove CA  San Jose CA|McDonnell Douglas|24|21|3|17|15|2|0
1971-07-03|Japan|Toa Domestic Airline Japan|Sapporo  Hakodate|other|68|64|4|68|64|4|0
1971-07-24|Mali|Air Ivoire|Bamako  Abidjan|McDonnell Douglas|6|4|2|6|4|2|0
1971-07-25|Philippines|Pan American World Airways|San Francisco  Honolulu  Guam  Manila  Siagon|Boeing|4|0|4|4|0|4|0
1971-07-25|Russia|Aeroflot|Novosibirsk  Irkutsk|Tupolev|126|118|8|97|93|4|0
1971-07-30|France|Military  French Air Force|Exercises|other|39|36|3|37|34|3|0
1971-07-30|Japan|All Nippon Airways   Japanese Air Force|Sapporo  Tokyo|Boeing|164|155|9|163|155|8|0
1971-07-30|other|Pan American World Airways|San Francisco  Los Angeles|Boeing|218|197|21|0|0|0|0
1971-08-18|Germany|Military  US Army|Ludwigsburg  Grafenwohr|Boeing|37|32|5|37|32|5|0
1971-08-19|other|Downeast Airlines|Boston MA  Rockville ME diverted to  Augusta ME|Piper Aircraft|8|7|1|3|2|1|0
1971-08-28|Denmark|Malev Hungarian Airlines|Oslo Norway  East Berlin German|Ilyushin|34|25|9|32|23|9|0
